id,Name,mrp,components,company
230,SOLFE TABLETS - 10'S,102.50,"Each film coated tablet contains :
Sodium  Feredetate BP         231mg
Equ. to elemental Iron               33mg                                               Folic acid IP                              1.5mg                                                  Vitamin B12 IP                         15mcg                                                    Excipients                                       q.s.                                                       Colour: Ponceau 4R",ABBOTT
231,UDILIV 150 IP (NEW FORMULA),164.00,"Each uncoated tablet contains :
Ursodiol  USP     150 mg                                                (Ursodesoxycholic Acid)
Excipients   q.s.                                                                                                          ",ABBOTT
232,UDILIV 150 IP (NEW FORMULA),164.00,"Each uncoated tablet contains :
Ursodiol  USP     150 mg                                                (Ursodesoxycholic Acid)
Excipients   q.s.                                                                                                          ",ABBOTT
233,UDILIV 150 IP (NEW FORMULA),149.50,"Each uncoated tablet contains :
Ursodiol  USP     150 mg                                                (Ursodesoxycholic Acid)
Excipients   q.s.                                                                                                          ",ABBOTT
234,UDILIV 300 IP (NEW FORMULA) 15'S,431.25,"Each uncoated tablet contains :
Ursodiol  USP     300 mg                                                (Ursodesoxycholic Acid)
Excipients   q.s.                                                                                                          ",ABBOTT
235,UDILIV 300 IP (NEW FORMULA) 10'S,287.50,"Each uncoated tablet contains :
Ursodiol  USP     300 mg                                                (Ursodesoxycholic Acid)
Excipients   q.s.                                                                                                          ",ABBOTT
236,UDILIV 300 IP (NEW FORMULA) 10'S,287.50,"Each uncoated tablet contains :
Ursodiol  USP     300 mg                                                (Ursodesoxycholic Acid)
Excipients   q.s.                                                                                                          ",ABBOTT
237,UDILIV 300 IP (NEW FORMULA) 10'S,287.50,"Each uncoated tablet contains :
Ursodiol  USP     300 mg                                                (Ursodesoxycholic Acid)
Excipients   q.s.                                                                                                          ",ABBOTT
238,UDILIV 300 IP (NEW FORMULA) 10'S,287.50,"Each uncoated tablet contains :
Ursodiol  USP     300 mg                                                (Ursodesoxycholic Acid)
Excipients   q.s.                                                                                                          ",ABBOTT
239,UDILIV 300 IP (NEW FORMULA) 10'S,287.50,"Each uncoated tablet contains :
Ursodiol  USP     300 mg                                                (Ursodesoxycholic Acid)
Excipients   q.s.                                                                                                          ",ABBOTT
240,UDILIV 600 IP (NEW FORMULA) 10'S,432.00,"Each uncoated tablet contains :
Ursodiol  USP     600 mg                                                (Ursodesoxycholic Acid)
Excipients   q.s.                                                                                                          ",ABBOTT
241,UDILIV 600 IP (NEW FORMULA) 10'S,432.00,"Each uncoated tablet contains :
Ursodiol  USP     600 mg                                                (Ursodesoxycholic Acid)
Excipients   q.s.                                                                                                          ",ABBOTT
242,DUPHALAC FIBER 100ML,104.92,Each 5ml contains :                          Lactulose Concentrate USP       Equivalent to Lactulose .....2.5g            In aqueous wheat dextrin  base ...q.s.                               ,ABBOTT
243,DUPHALAC FIBER 200ML,209.85,Each 5ml contains :                          Lactulose Concentrate USP       Equivalent to Lactulose .....2.5g            In aqueous wheat dextrin  base ...q.s.                               ,ABBOTT
244,DUPHALAC SYRUP 100 ML,104.92,"Each 5 ml contains:
Lactulose Concentrate USP                                                  equivalent to Lactulose        3.35 g
Aqueous base                            q.s.                                                                                        ",ABBOTT
245,DUPHALAC Oral Solution 150 ML,157.39,"Each 5 ml contains:
Lactulose Concentrate USP                                                  equivalent to Lactulose        3.335 g
                                                                                   ",ABBOTT
246,DUPHALAC Oral Solution 150 ML,157.39,"Each 5 ml contains:
Lactulose Concentrate USP                                                  equivalent to Lactulose        3.335 g
                                                                                   ",ABBOTT
247,DUPHALAC Oral Solution 150 ML,157.39,"Each 5 ml contains:
Lactulose Concentrate USP                                                  equivalent to Lactulose        3.335 g
                                                                                   ",ABBOTT
248,DUPHALAC  200ML,209.85,"Each 5 ml contains:
Lactulose Concentrate USP                                                  equivalent to Lactulose        3.35 g
Aqueous base                            q.s.                                                                                        ",ABBOTT
249,DUPHALAC Oral Solution 250 ML,262.31,"Each 5 ml contains:
Lactulose Concentrate USP                                                  equivalent to Lactulose        3.335 g
                                                                                   ",ABBOTT
250,DUPHALAC Oral Solution 250 ML,262.31,"Each 5 ml contains:
Lactulose Concentrate USP                                                  equivalent to Lactulose        3.335 g
                                                                                   ",ABBOTT
251,DUPHALAC Oral Solution 250 ML,262.31,"Each 5 ml contains:
Lactulose Concentrate USP                                                  equivalent to Lactulose        3.335 g
                                                                                   ",ABBOTT
252,DUPHALAC  ENEMA 300ML,314.78,"Each 5 ml contains:
Lactulose Solution USP                                                          equivalent to Lactulose        3.335 g
                                                                                        ",ABBOTT
253,DUPHALAC  450ML,472.17,"Each 5 ml contains:
Lactulose Concentrate USP                                                  equivalent to Lactulose        3.35 g
Aqueous base                            q.s.                                                                                        ",ABBOTT
254,DUPHALAC  450ML,472.17,"Each 5 ml contains:
Lactulose Concentrate USP                                                  equivalent to Lactulose        3.35 g
Aqueous base                            q.s.                                                                                        ",ABBOTT
255,DUPHALAC  450ML,472.17,"Each 5 ml contains:
Lactulose Concentrate USP                                                  equivalent to Lactulose        3.35 g
Aqueous base                            q.s.                                                                                        ",ABBOTT
256,FEMOSTON 1/5  (28'S) SALE PACK,625.00,"Each film coated tablet contains:
Estradiol (as hemihydrate) Ph Eur ......1mg             Dydrogestrone I.P. .........................5mg                 Excipients   …………....................…...q.s.                    Colour : Titanium Dioxide ........I.P.                       Iron oxide yellow and Iron oxide red",ABBOTT
257,FEMOSTON 1/10 (28'S) SALE PACK,980.00,"A)Each of 14 , white colour flim coated tablets contains:
Estradiol (as hemihydrate) Ph Eur ......1mg             Excipients   …………....................…...q.s.                    Colour : Titanium Dioxide ........I.P.                                           B)Other each 14 , grey colour flim coated tablets contains:
Estradiol (as hemihydrate) Ph Eur ......1mg             Dydrogestrone I.P. .........................10mg                 Excipients   …………....................…...q.s.                    Colour : Titanium Dioxide ........I.P.                       Iron oxide black",ABBOTT
258,Influvac NH Junior 2017-2018,760.00,"Each (1 x 0.25ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-like strain (A/California/7/2009,X-181)    7.5 micro grams  HA*                                          A/Hong Kong/4801/2014 (H3N2) - like strain (A/New Caledonia/71/2014, X-257A)    7.5 micro grams  HA*  
B/Brisbane/60/2008 - like strain (B/Brisbane/60/2008,wild type)    7.5 micro grams  HA*  
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    Intramuscular or deep subcutaneous Injection, Inactivated with formaldehyde  
* haemagglutinin",ABBOTT
259,Influvac NH 2017-2018,810.00,"Each (1 x 0.5ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-like strain (A/California/7/2009,X-181)    15 micro grams  HA*                                          A/Hong Kong/4801/2014 (H3N2) - like strain (A/Hong Kong/4801/2014, X-263B)    15 micro grams  HA*  
B/Brisbane/60/2008 - like strain (B/Brisbane/60/2008,wild type)    15 micro grams  HA*  
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    Intramuscular or deep subcutaneous Injection, Inactivated with formaldehyde  
* haemagglutinin",ABBOTT
260,Influvac NH Junior 2016-2017,760.00,"Each (1 x 0.25ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-like strain (A/California/7/2009,X-181)    7.5 micro grams  HA*                                          A/Hong Kong/4801/2014 (H3N2) - like strain (A/New Caledonia/71/2014, X-257A)    7.5 micro grams  HA*  
B/Brisbane/60/2008 - like strain (B/Brisbane/60/2008,wild type)    7.5 micro grams  HA*  
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    Intramuscular or deep subcutaneous Injection, Inactivated with formaldehyde  
* haemagglutinin",ABBOTT
261,Influvac NH 2016-2017,810.00,"Each (1 x 0.5ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-like strain (A/California/7/2009,X-181)    15 micro grams  HA*                                          A/Hong Kong/4801/2014 (H3N2) - like strain (A/Hong Kong/4801/2014, X-263B)    15 micro grams  HA*  
B/Brisbane/60/2008 - like strain (B/Brisbane/60/2008,wild type)    15 micro grams  HA*  
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    Intramuscular or deep subcutaneous Injection, Inactivated with formaldehyde  
* haemagglutinin",ABBOTT
262,INFLUVAC NH 2015  SPAIN 1S,785.00,"Each (1 x 0.5ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-derived strain used (NYMC X-181)   15 micro grams  HA*  
A/Victoria/361/2011 (H3N2) - like strain used (NYMC X-223A)  derived from  A/Texas/50/2012      15 micro grams  HA*  
B/Massachusetts/2/2012 - derived strain used (NYMC BX-51B)    15 micro grams HA*
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    
* haemagglutinin",ABBOTT
263,INFLUVAC NH 2015/2016,785.00,"Each (1 x 0.5ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-derived strain used (NYMC X-181)   15 micro grams  HA*  
A/Victoria/361/2011 (H3N2) - like strain used (NYMC X-223A)  derived from  A/Texas/50/2012      15 micro grams  HA*  
B/Massachusetts/2/2012 - derived strain used (NYMC BX-51B)    15 micro grams HA*
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    
* haemagglutinin",ABBOTT
264,INFLUVAC 2014/2015,714.00,"Each (1 x 0.5ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-derived strain used (NYMC X-181)   15 micro grams  HA*  
A/Victoria/361/2011 (H3N2) - like strain used (NYMC X-223A)  derived from  A/Texas/50/2012      15 micro grams  HA*  
B/Massachusetts/2/2012 - derived strain used (NYMC BX-51B)    15 micro grams HA*
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    
* haemagglutinin",ABBOTT
265,Influvac SH Junior 2017,730.00,"Each (1 x 0.25ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-like strain (A/California/7/2009,X-181)    7.5 micro grams  HA*                                          A/Hong Kong/4801/2014 (H3N2) - like strain (A/New Caledonia/71/2014, X-257A)    7.5 micro grams  HA*  
B/Brisbane/60/2008 - like strain (B/Brisbane/60/2008,wild type)    7.5 micro grams  HA*  
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    Intramuscular or deep subcutaneous Injection, Inactivated with formaldehyde  
* haemagglutinin",ABBOTT
266,Influvac SH 2017,810.00,"Each (1 x 0.25ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-like strain (A/California/7/2009,X-181)    7.5 micro grams  HA*                                          A/Hong Kong/4801/2014 (H3N2) - like strain (A/New Caledonia/71/2014, X-257A)    7.5 micro grams  HA*  
B/Brisbane/60/2008 - like strain (B/Brisbane/60/2008,wild type)    7.5 micro grams  HA*  
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    Intramuscular or deep subcutaneous Injection, Inactivated with formaldehyde  
* haemagglutinin",ABBOTT
267,Influvac SH Junior 2016-2017,730.00,"Each (1 x 0.25ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-like strain (A/California/7/2009,X-181)    7.5 micro grams  HA*                                          A/Hong Kong/4801/2014 (H3N2) - like strain (A/New Caledonia/71/2014, X-257A)    7.5 micro grams  HA*  
B/Brisbane/60/2008 - like strain (B/Brisbane/60/2008,wild type)    7.5 micro grams  HA*  
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    Intramuscular or deep subcutaneous Injection, Inactivated with formaldehyde  
* haemagglutinin",ABBOTT
268,INFLUVAC SH 2016,737.00,"Each (1 x 0.5ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-derived strain used (NYMC X-181)   15 micro grams  HA*  
A/Victoria/361/2011 (H3N2) - like strain used (NYMC X-223A)  derived from  A/Texas/50/2012      15 micro grams  HA*  
B/Massachusetts/2/2012 - derived strain used (NYMC BX-51B)    15 micro grams HA*
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    
* haemagglutinin",ABBOTT
269,INFLUVAC SOUTHERN HEMISPHARE (SH) 2015,737.00,"Each (1 x 0.5ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-derived strain used (NYMC X-181)   15 micro grams  HA*  
A/Victoria/361/2011 (H3N2) - like strain used (NYMC X-223A)  derived from  A/Texas/50/2012      15 micro grams  HA*  
B/Massachusetts/2/2012 - derived strain used (NYMC BX-51B)    15 micro grams HA*
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    
* haemagglutinin",ABBOTT
270,INFLUVAC 2014,670.00,"Each (1 x 0.5ml) prefilled syringe (for single use only) contains:
A and B-strains (Propagated on hen's eggs) equivalent to,
A/California/7/2009 (H1N1) - pdm09-derived strain used (NYMC X-181)   15 micro grams  HA*  
A/Victoria/361/2011 (H3N2) - like strain used (NYMC X-223A)  derived from  A/Texas/50/2012      15 micro grams  HA*  
B/Massachusetts/2/2012 - derived strain used (NYMC BX-51B)    15 micro grams HA*
Excipients   q.s. (See package insert) 
Water for Injection IP  q.s.    
* haemagglutinin",ABBOTT
271,PROTUSSA 60 ML,77.00,"Each 1ml (1Teaspoonful approx.) contains:
Dextromethorphan
Hydrobromide I.P…………………….5mg
Chlorpheniramine Maleate I.P………1mg
In flavoured syrupy base
Contains permitted colours
Sunset yellow FCF and carmoisine",ABBOTT
272,EPTOIN 50 TABLET 150 S -SALE,114.24,"Each suger coated tablet contains :
Phenytoin Sodium I.P……………..50mg
Contains permitted colours
Quinoline Yellow WS",ABBOTT
273,EPTOIN 50 TABLET 150 S -SALE,114.24,"Each suger coated tablet contains :
Phenytoin Sodium I.P……………..50mg
Contains permitted colours
Quinoline Yellow WS",ABBOTT
274,EPTOIN 50 MG 150'S,114.24,"Each suger coated tablet contains :
Phenytoin Sodium I.P……………..50mg
Contains permitted colours
Quinoline Yellow WS",ABBOTT
275,EPTOIN 100MG TAB (100'S)-SALES,157.82,"Each suger coated tablet contains :
Phenytoin Sodium I.P……………..100mg
Colour : Titanium Dioxide IP",ABBOTT
276,EPTOIN 100MG TAB (100'S)-SALES,157.82,"Each suger coated tablet contains :
Phenytoin Sodium I.P……………..100mg
Colour : Titanium Dioxide IP",ABBOTT
277,EPTOIN 100 MG 100'S,157.82,"Each suger coated tablet contains :
Phenytoin Sodium I.P……………..100mg
Colour : Titanium Dioxide IP",ABBOTT
278,EPTOIN 100MG TAB 120'S,189.39,"Each suger coated tablet contains :
Phenytoin Sodium I.P……………..100mg
Colour : Titanium Dioxide IP",ABBOTT
279,EPTOIN 10ML INJ,53.32,"Each ml contains:
Phenytoin sodium IP 50mg
Water for injection IP q.s.
Contains Ethyl Alcohol 9.5% v/v",ABBOTT
280,EPTOIN INJECTION 2 ML,10.65,"Each ml contains:
Phenytoin sodium IP 50mg
Water for injection IP q.s.
Contains Ethyl Alcohol 9.5% v/v",ABBOTT
281,EPTOIN SUPSPENSION 200 ML,59.11,"Each 5ml contains:
Phenytoin I.P. 30mg in Syrup base .
Colour Carmosine",ABBOTT
282,EPTOIN 300 ER 30'S,177.02,Each film coated extended release tablet contains:                          Phenytoin Sodium IP  ……………………………………..300 mg              Excipients .....q.s.                                              Color: Titanium Dioxide IP,ABBOTT
283,CREMADIET 300GM,238.34,"Each 5g granules contains:
Ispaghula Husk IP 4.8g
Colour : Sunset Yellow FCF 
Sodium content not exceeding 3.3 mg/5g
Sugar Free",ABBOTT
284,CREMADIET 10GM SACHET,7.94,"Each 5g granules contains:
Ispaghula Husk IP 4.8g
Colour : Sunset Yellow FCF 
Sodium content not exceeding 3.3 mg/5g
Sugar Free",ABBOTT
285,CREMADIET 140 GM,111.23,"Each 5g granules contains:
Ispaghula Husk IP 4.8g
Colour : Sunset Yellow FCF 
Sodium content not exceeding 3.3 mg/5g
Sugar Free",ABBOTT
286,CREMADIET DUO 90GM JAR,237.50,"Each 15gm granules contains :
Lactitol Monohydrate US-NF  .... 10g                      Ispaghula Husk IP ….. 3.5g               Excipients                     q.s.                                   Flavour Mixed Fruit                            Colours :  Ponceau 4R & Sunset Yellow FCF            ",ABBOTT
287,ADIZA 10 GM 10'S,115.00,Each enteric-coated tablet contains :                             Ilaprazole ……… 10mg                            Colours : Titanium Dioxide I.P.  and Yellow Oxide of Iron,ABBOTT
288,SURBEX STAR 10'S,184.50,"Each soft geletin capsule contains :                              Benfotiamine ................ 150 mg,               Mecobalamin J.P. ................. 1500mcg ,            Alpha Lipoic Acid USP ....................... 200 mg, Inositol  USP ................. 100 mg,                                     Folic Acid IP .......................... 1.5 mg,                                     Chromium Polynicotinate IP ................... 200 mcg, Pyridoxine Hydrochloride IP ................... 3 mg    / Colour: Titanium Dioxide IP, Ponceau 4R, Indigo Carmine, Brilliant Blue FCF",ABBOTT
289,ARACHITOL CHEWABLE TABLETS 60000 IU 4S,80.00,"Each uncoated chewable tablet contains :                                    Cholecalciferol IP   ................ 60,000 IU, (as stabilized)                           Excipients    .............................. q.s.                                                    Colour : Sunset Yellow FCF",ABBOTT
290,BENEGUT 12'S SALES,330.00,"Each 5ml Oral Suspension contains :
Bacillus clausii spores 2 X 109 spores 
Purified Water I.P.                    q.s.",ABBOTT
291,TITAFERON 50MCG 1'S,5800.00,"Each 0.5mllyophilized vial contains :                                    Peg Interferon alfa 2b ................ 50 mcg,                            Sodium Phosphate dibasic IP ............... 0.75mg ,            Sodium Phosphate monobasic Monohydrate IP ..... 0.75mg,                 2-Hydroxy Propyl β - Cyclodextrin  Ph.Eur ................. 50 mg,                                                  Pluronic F-68 USP .......................... 0.5 mg,                                     Water for Injection for Lyophilization IP   q.s ",ABBOTT
292,TITAFERON 80MCG 1'S,8862.47,"Each 0.5mllyophilized vial contains :                                    Peg Interferon alfa 2b ................ 80 mcg,                            Sodium Phosphate dibasic IP ............... 0.75mg ,            Sodium Phosphate monobasic Monohydrate IP ..... 0.75mg,                 2-Hydroxy Propyl β - Cyclodextrin  Ph.Eur ................. 50 mg,                                                  Pluronic F-68 USP .......................... 0.5 mg,                                     Water for Injection for Lyophilization IP   q.s ",ABBOTT
293,TITAFERON 100MCG 1'S,10947.75,"Each 0.5mllyophilized vial contains :                                    Peg Interferon alfa 2b ................ 100 mcg,                            Sodium Phosphate dibasic IP ............... 0.75mg ,            Sodium Phosphate monobasic Monohydrate IP ..... 0.75mg,                 2-Hydroxy Propyl β - Cyclodextrin  Ph.Eur ................. 50 mg,                                                  Pluronic F-68 USP .......................... 0.5 mg,                                     Water for Injection for Lyophilization IP   q.s ",ABBOTT
294,TITAFERON 120MCG 1'S,13033.04,"Each 0.5mllyophilized vial contains :                                    Peg Interferon alfa 2b ................ 120 mcg,                            Sodium Phosphate dibasic IP ............... 0.75mg ,            Sodium Phosphate monobasic Monohydrate IP ..... 0.75mg,                 2-Hydroxy Propyl β - Cyclodextrin  Ph.Eur ................. 50 mg,                                                  Pluronic F-68 USP .......................... 0.5 mg,                                     Water for Injection for Lyophilization IP   q.s ",ABBOTT
295,ENLIVA (10'S),130.50,"Each hard gelatin capsule contains :                                    Rabeprazole Sodium IP   ................ 20 mg     (As enteric coated pellets)                      Levosulpiride      ..............................  75 mg      (As sustained release tablet)                                                                               Colour : Titanium Dioxide IP, Red Oxide of Iron USPNF  &  Black Oxide of Iron USPNF                                                      Colours in empty Capsule Shell  : Brilliant Blue FCF, Erythrosine, Carmoisine & Titanium Dioxide IP",ABBOTT
296,BRUFIT OD (10'S),140.00,"Each uncoated sustained release tablet contains :                                    Flupirtine Maleate  ................ 400 mg,                            Excipients    .............................. q.s.                                Colour : Iron Oxide Yellow                                               ",ABBOTT
297,DUFAXIMIN (RIFAXIMIN 550MG) 10'S TABLET,344.00,"Each film coated tablet contains :
Rifaximin Ph. Eur.  …………………..550mg                                                   Colours : Sunset Yellow FCF & Titanium Dioxide I.P.                                                                                        ",ABBOTT
298,DUFAXIMIN (RIFAXIMIN 400MG) 10'S TABLET,236.50,"Each film coated tablet contains :
Rifaximin Ph. Eur.  …………………..400mg                                                   Colours : Sunset Yellow FCF & Titanium Dioxide I.P.                                                                                        ",ABBOTT
299,ABOCAL 500 TABLETS 10 X 15'S (SALE),98.95,"Each film coated tablet  contains :                          Calcium Carbonate I.P.   …………  1.25gm            equivalent to                                                   Elemental Calcium    ................. 500mg                     Vitamin  D3 I.P.  ...................... 500 IU                        Excipients                                    q.s.                   (Appropriate overages added)                     Colours : Lake of Erythrosine, Titanium Dioxide I.P.",ABBOTT
300,ARACHITOL NANO DROPS 15ML,120.00,Each 0.5ml syrup contains :                          Cholecalciferol I.P.   400 IU             (in Nano Droplet Form)                                                         In a flavored syrup base         q.s.         Appropriate overages of vitamin added. ,ABBOTT
301,ARACHITOL NANO DROPS 15ML,120.00,Each 0.5ml syrup contains :                          Cholecalciferol I.P.   400 IU             (in Nano Droplet Form)                                                         In a flavored syrup base         q.s.         Appropriate overages of vitamin added. ,ABBOTT
302,ARACHITOL NANO SUGAR FREE 5ML 60K IU LIQ,215.48,Each 5ml contains :                          Cholecalciferol I.P.   60000 IU             (in Nano Droplet Form)                                                         In a flavored sugar free syrup base           q.s.    Colour: Tartrazine Supra          Appropriate overages of vitamin added. ,ABBOTT
303,ARACHITOL NANO 5ML 60K IU LIQUID 4'S,180.00,Each 5ml contains :                          Cholecalciferol I.P.   60000 IU             (in Nano Droplet Form)                                                         In a flavored syrup base           q.s.    Colour: Tartrazine Supra          Appropriate overages of vitamin added. ,ABBOTT
304,ENTEROSHIELD 0.50 PFS,1821.00,"Each dose of 0.5ml contains 
Purified Vi Capsular  
Polysaccharide of S.typhi Ty2            conjugated to                                                   Tetanus toxide                25ug                    Sodium Chloride I.P.          4.5mg              Water for Injections I.P.q.s.to 0.5ml",ABBOTT
305,JE-SHIELD 0.5ML VIAL,540.00,"Each dose of 0.5ml contains 
Purified , Inactivated Japanese  
Encephalitis Virus Protein        NLT  5.0ug                    AI+++ as Aluminium Hydoxide Gel     0.25mg              Thiomersal IP (Preservative)  0.025mg      Phosphate Buffered Saline     q.s.  to 0.5ml",ABBOTT
306,PENTASHIELD 0.50ML PFS,382.59,"Each dose of 0.5ml contains 
Diptheria Toxoid   >=20 Lf to =<30 Lf (>=30IU)   Tetanus Toxoid    >=5 Lf to =<25 Lf (>=60IU)
B.pertusis (Whole cell inactivated)       >=4IU  HBsAg(rDNA)                                   10ug                    Hib-PRP-TT Conjugate                      10ug   Aluminium(AI+++ ) as                                        Aluminium Phosphate Gel                 0.3mg              Thiomersal I.P.           0.021mg to 0.029mg",ABBOTT
307,ROTASURE VACCINE,729.00,"Each dose of 0.5ml contains 
Rotavirus 116E      NLT 105.0 FFU  
Neomycin Sulpjhate I.P.        15ug            Kanamycin Sulphate I.P.            15ug                                                                 Water for Injections I.P.                     q.s.",ABBOTT
308,HQPRO VANILLA POWDER 200 GM (BIJ) - EPD,310.00,"Each container contais :                                                         Skimmed Milk Powder(42%), Soya Protein Isolate(33%), Sucrose, Fructooligosaccharide(FOS) (5%), Vanilla flavour & Stabilizer (Guar Gum)",ABBOTT
309,INDERAL LA 20MG 15'S,37.92,Each uncoated sustained release tablet contains :                                                     Propranolol hydrochloride I.P.  20mg,ABBOTT
310,INDERAL LA 20MG 10'S,23.43,Each uncoated sustained release tablet contains :                                                     Propranolol hydrochloride I.P.  20mg,ABBOTT
311,INDERAL 20MG 15'S,31.97,Each uncoated tablet contains :                                                     Propranolol hydrochloride I.P.  20mg   Excipients  q.s.,ABBOTT
312,INDERAL LA 40MG 10'S,28.00,Each uncoated sustained release tablet contains :                                                     Propranolol hydrochloride I.P.  40mg,ABBOTT
313,INDERAL TABS 40MG 10S,28.00,Each uncoated tablet contains: Propranolol HCL I.P. 40mg.,ABBOTT
314,INDERAL TABS 40MG 15S,42.00,Each uncoated tablet contains: Propranolol HCL I.P. 40mg.,ABBOTT
315,INDERAL TABS 40MG 15S,42.00,Each uncoated tablet contains: Propranolol HCL I.P. 40mg.,ABBOTT
316,INDERAL 10 TAB(2X10'S NEW)-SALES,11.70,Each uncoated tablet contains: Propranolol HCL I.P. 10mg.,ABBOTT
317,INDERAL 10 TAB 15s,17.55,Each uncoated tablet contains: Propranolol HCL I.P. 10mg.,ABBOTT
318,GUT-RENEW CAP 10S,291.00,"Each capsule  contains:
Lactobacillus acidophilus UBLA-34  2.0 billion cfu  
Saccharomyces boulardi Unique-28 2.0 billion cfu  
Lactobacillus rhamnosus UBLR-58  1.5 billion cfu  
Lactobacillus plantarum UBLP-40  1.5 billion cfu  
Lactobacillus reuteri UBLRu-87     1.0 billion cfu
Lactobacillus casei UBLC-42        1.0 billion cfu Bifidobacterium bifidum UBBB -55  1.0 billion cfu  Total count                              10 billion cfu  Approved colours used in empty capsule shells. ",ABBOTT
319,DERMABOND MINI 1 VIAL OF 0.36ML,390.00,2 - Octyl Cyanoacrylate,ABBOTT
320,PRECREA 60S,750.00,Per capsule contains :                    Ivy Gourd Extract               250mg                               Gymnema sylvestre extract  150mg      Fenugreek extract               30mg       Black pepper extract           15mg    Alpha Lipoic Acid                  5mg     Chromium                        16mcg     Biotin                             15mcg,ABBOTT
321,ESTRABET 1MG TABLET 28S USP,203.00,Each film coated tablet contains:      Estradiol (as Hemihydrate)USP  Equivalent to Anhydrous Estradiol  1mg      Colour : Titanium Dioxide I.P.,ABBOTT
322,ESTRABET 2MG TABLET 28S USP,340.50,Each film coated tablet contains:      Estradiol (as Hemihydrate)USP  Equivalent to Anhydrous Estradiol  2mg      Colour : Titanium Dioxide I.P.  and Lake Erythrosine,ABBOTT
323,CITROSODA,15.70,"Contains: Sodium Bicarbonate IP 44.03%, Sodium Citrate Anhydrous USP 15.75% , Tartaric Acid IP 22.25% , Citric Acid Anhydrous IP 17.88%, Flavoured excipients q.s. also contains Saccharin Sodium IP as sweetener",ABBOTT
324,RASHFREE CREAM,110.00,Each gram contains: Benzalkonium ChlorideI.P.  0.1%w/w                        Zinc Oxide I.P.   8.5%w/w            Cream base      q.s.,ABBOTT
325,RASHFREE NATURAL                   Diaper Rash Cream,140.00,"Yashada Bhasma, Zinc Oxide Powder 2.5%w/w, Narikela (Cocos nucifera) Taila2.0%w/w, Shigru (Moringa oleifera) Leaf extract 0.05%w/w, Draksha (Vitis vinifera)Fruit extract 0.05%w/w, Neem(Azadirachta indica) Leaf extract0.05%w/w, Base q.s.Preservative: Phenoxyethanol IP                                              Ayurvedic Proprietary Medicine",ABBOTT
326,RASHFREE NATURAL                   Soft Baby Wipes,175.00,"Purified Water, Propylene Glycol, Glycerin, Phenoxyethanol & Ethyl Hexyl Glycerin, Lauryl Glucoside , Sodium Benzoate , Potassium Sorbate, Aloe Vera Extract, Polysorbate20, Fragrance, Neem Extract, EDTA Disodium, Peg-40 Hydrogenated Castor Oil, Vitamin E (Tocopheryl Acetate), Jajoba Oil, Lactic Acid/TEA",ABBOTT
327,LIBRAX TAB(15'S)-SALES,104.00,Each sugar-coated tablet contains : Chlordiazepoxide 5mg and Clidinium bromide 2.5mg.,ABBOTT
328,"ActnewTM
Acotiamide Tablets  100mg",190.00,Each film coated tablet contains :  Acotiamide Hydrochloride Hydrate 100mg                           Colours : Yellow Iron Oxide & Titanium Dioxide I.P.,ABBOTT
